NAME,YEAR,MONTH,DSI,Garden land without Road Access,Garden land with Road Access,Wet Land,Rocky Land,Residential Plot with Private Road Access,Residential Plot with NH/PWD Road Acess,Commercially Important Plot
Kanjikuzhy,2027,9,0.6570794248676626,28046.884316561256,38912.74444287635,37448.7941058264,19267.47540375431,68947.33845461102,71551.8248802522,197720.74771625333
Karimkunnam,2027,9,0.686894558758578,27551.167730850837,52884.072148303916,36786.902818951756,28114.870892240255,67728.72397940677,70287.17723060063,194226.11876297113
Karimannoor,2027,9,0.6351798834093999,28422.508987643305,39433.89276963094,37950.336124171525,114855.99835814837,69870.73233454025,72510.0999735785,68339.31902309827
Kodikkulam,2027,9,0.7207202607503843,27009.570348378198,37473.55665662023,36063.7505202668,36382.09384137887,66397.32126051644,68905.48076018725,190408.04620221886
Kudayathoor,2027,9,0.6017262884648288,19542.479402452875,26648.83702929024,38742.96541536282,2220.736295733281,71330.04981895299,74024.54319110938,204553.6651733913
Kumaramangalam,2027,9,0.7134557343217405,23109.236791313102,25603.118974685138,36216.64975397488,27679.04754020015,66678.82552434216,69197.61885050037,913408.5688266049
Manakkad,2027,9,0.7160167408853442,27083.60228970661,37576.26988426462,36162.59953667699,27637.738955769797,66579.31314444945,69094.3473894245,190929.9455557844
Muttom,2027,9,0.6424988364663162,28295.858664110718,39258.17586583492,37781.229929134824,28874.798371458462,69559.38927684343,72186.99592864615,199475.92998905142
Purapuzha,2027,9,0.7083975772266516,27204.390565845013,37743.85367959883,36323.87860184694,27760.998587524886,66876.24559734746,69402.49646881221,209959.51684200377
Udumbannoor,2027,9,0.5508865794903854,29967.32033614539,41577.19141693277,40013.000963140395,30580.458529665175,73668.32459796341,76451.14632416294,211259.15153493304
Vannappuram,2027,9,0.5572509833288599,29844.845455334296,41407.26759637993,39849.46990768117,22080.221394068438,73367.24598387706,76138.69446230496,210395.7463617556
Velliyamattom,2027,9,0.600807763441953,29032.789566617106,40280.606862363,38765.19568186148,29626.80704792806,71370.97817845871,74067.01761982017,204671.03570611458
Keerikode,2027,9,0.7126438780994913,31153.689480715555,37650.27219376077,36233.81777870424,76762.69088048312,66710.43374137224,69230.42106825678,191305.9609763309
Alakode,2027,10,0.6987966886604358,64833.64191100547,75655.49360454205,55402.650391170166,35102.01101360337,67254.2021744899,69794.73035957855,174584.53852144978
Arakkulam,2027,10,0.6714102900287824,43792.450985058604,63427.66449703705,37127.70381340759,28375.332502890895,72863.93807153842,70938.33125722724,222295.4644803363
Elappally,2027,10,0.6882881949590067,10652.04052546977,23731.836756613462,16152.706125772655,7022.915706857676,18530.94050683748,70229.15706857677,41279.87229994526
Kanjikuzhy,2027,10,0.6671931625980556,27876.742764582756,38676.68703783531,37221.61750121772,19150.592610967,68529.08140198975,71117.76816312759,196521.30914421458
Karimkunnam,2027,10,0.7159819091559648,27084.152044165294,51987.642221618364,36163.33358047664,27638.299958329804,66580.6645996165,69095.74989582451,190933.82113288605
Karimannoor,2027,10,0.6853569526028116,27576.30356040675,38259.85236055821,36820.46471107119,111436.46318609187,67790.51510487255,70351.30251647215,66304.69559572467
Kodikkulam,2027,10,0.7447949700929827,26636.891857924387,36956.49591309149,35566.142304710615,35880.093119506295,65481.16994309899,67954.72181724677,187780.79288742619
Kudayathoor,2027,10,0.6734447336247992,18704.951751163906,25506.753804992582,37082.56684668245,2125.5626989958987,68273.07389174827,70852.08996652995,195787.15467965542
Kumaramangalam,2027,10,0.7449216947491815,22692.51073846387,25141.42104812442,35563.55931937124,27179.914646620997,65476.41438370998,67949.78661655248,896937.1833384929
Manakkad,2027,10,0.7449370150505015,26634.723506780614,36953.48750427973,35563.24707632746,27179.6760107971,65475.839510010206,67949.19002699274,187765.50676848978
Muttom,2027,10,0.7008219612441117,27325.561400101597,37911.968242847215,36485.66846672068,27884.648604624315,67174.11848853997,69711.62151156078,192635.6728545491
Purapuzha,2027,10,0.7538459840569066,26499.42774627877,36765.775767988795,35382.59731069795,27041.612068247123,65143.24347240733,67604.03017061781,204518.71666566993
Udumbannoor,2027,10,0.6467761050204073,28222.36416409579,39156.20829379524,37683.09851575197,28799.80015724863,69378.71857881195,71999.50039312156,198957.81940921053
Vannappuram,2027,10,0.6582366216932399,28027.311859244925,38885.589268666154,37422.66054617993,20735.548852444077,68899.22370419004,71501.89259463474,197582.7687218114
Velliyamattom,2027,10,0.6735564040424104,27770.749058924117,38529.62949182431,37080.0924599717,28338.94490425442,68268.5182743489,70847.36226063604,195774.0905048997
Keerikode,2027,10,0.742164347818119,30625.799245738126,37012.29924844938,35619.84624274316,75461.96934149874,65580.04478487391,68057.33165719584,188064.3369383533
Alakode,2027,11,0.6587866275243823,66397.4343442756,77480.30993364012,56738.96658305936,35948.67422112434,68876.37870763069,71478.1846280933,178795.53102871255
Arakkulam,2027,11,0.68023522971546,43562.44405993278,63094.52940752462,36932.7015059547,28226.299442817606,72481.2417398325,70565.74860704402,221127.92315518908
Elappally,2027,11,0.6571016080007676,10852.511508375303,24178.46898913044,16456.699418501426,7155.086703696272,18879.6920768946,71550.86703696272,42056.757869841254
Kanjikuzhy,2027,11,0.6810056391357696,27647.68532038427,38358.88867962085,36915.77514919822,18993.236142336536,67965.99207796899,70533.40813404834,194906.5340902113
Karimkunnam,2027,11,0.7330655249724274,26817.171228050716,51475.17636610378,35806.85513887745,27365.856653962666,65924.34867939608,68414.64163490667,189051.699539904
Karimannoor,2027,11,0.6699363896133003,27830.94926351022,38613.15232273942,37160.4730484616,112465.49220215366,68416.50775631014,71000.94204681418,66916.96786028142
Kodikkulam,2027,11,0.7249260711666479,26943.714115923452,37382.18655238485,35975.81788354512,36293.38500231538,66235.42762922557,68737.47159529428,189943.78274337045
Kudayathoor,2027,11,0.6538405422215184,18926.675336332755,25809.104165201887,37522.13385427968,2150.758560946904,69082.36497761455,71691.95203156346,198107.96418737734
Kumaramangalam,2027,11,0.74658889257137,22670.849714141506,25117.42242853143,35529.61229903995,27153.970193006957,65413.91419495375,67884.92548251738,896081.0163692295
Manakkad,2027,11,0.7468827622871637,26605.056696401924,36912.32724570443,35523.63532262574,27149.402210727,65402.90992564134,67873.50552681749,187556.3661072946
Muttom,2027,11,0.7053193037885486,27253.49723618679,37811.9851444661,36389.44686840003,27811.1099915167,66996.96396956373,69527.77497879176,192127.6456451108
Purapuzha,2027,11,0.7409147905694251,26696.260600678605,37038.86515912305,35645.41270774828,27242.472167639782,65627.11545184423,68106.18041909946,206037.84391494223
Udumbannoor,2027,11,0.6357925214681786,28411.864171443638,39419.123962951955,37936.12294007391,28993.177377869928,69844.56430328866,72482.94344467482,200293.72833663912
Vannappuram,2027,11,0.6464189722501197,28228.486014771635,39164.70185793512,37691.27254046426,20884.384265227243,69393.7678550792,72015.118155956,199000.97632030887
Velliyamattom,2027,11,0.6537169831358152,28103.9110117189,38991.864290558726,37524.93735729741,28678.923426418594,69087.52653424238,71697.30856604649,198122.76601814717
Keerikode,2027,11,0.7380754291229636,30697.84813440642,37099.37273203464,35703.643903523625,75639.49780317741,65734.32547180894,68217.44029868093,188506.7687053033
Alakode,2027,12,0.59402861230006,69094.85522552209,80627.97682716473,59044.00855874657,37409.10270687574,71674.5076411566,74382.01291112142,186059.1670958791
Arakkulam,2027,12,0.5954458100637245,45877.55518884373,66447.66650432748,38895.477243687594,29726.376432945537,76333.2324398564,74315.94108236385,232879.69068928863
Elappally,2027,12,0.5769783602133136,11403.906816414992,25406.930654054824,17292.832772350284,7518.6229445001245,19838.93304341188,75186.22944500124,44193.58112433818
Kanjikuzhy,2027,12,0.6011486378988595,29026.60866864064,40272.0313749516,38756.94281594249,19940.52038953914,71355.78374688026,74051.24921843116,204627.4625321509
Karimkunnam,2027,12,0.6343944981674714,28436.16702376769,54582.81562498804,37968.57262334694,29017.977472082956,69904.30773024783,72544.94368020738,200465.0549652555
Karimannoor,2027,12,0.5820798276075494,29376.466421987654,40757.43022331182,39224.080299861984,118710.96181547132,72215.83510441172,74943.78902491875,70633.02228020543
Kodikkulam,2027,12,0.6583048302639932,28026.15905377208,38883.989845919205,37421.12129589068,37751.44645234873,68896.38977553645,71498.95161429685,197574.6418454892
Kudayathoor,2027,12,0.5707028918288292,19928.468435074592,27175.185739379627,39508.188672535376,2264.598685803931,72738.90978802225,75486.62286013101,208593.8624131332
Kumaramangalam,2027,12,0.6466740379293017,24046.443548516323,26641.466382054856,37685.434256864515,28801.58527789714,69383.01893445422,72003.96319474284,950452.3141706056
Manakkad,2027,12,0.6478013991505325,28204.803659334342,39131.844538222336,37659.651357779505,28781.880360563646,69335.54978859783,71954.70090140912,198834.0239782272
Muttom,2027,12,0.6484063922326326,28194.452018394168,39117.48248809501,37645.8296274992,28771.316922694186,69310.10246677029,71928.29230673546,198761.0485217137
Purapuzha,2027,12,0.6367281031293093,28395.623465961457,39396.591320293075,37914.43800605874,28976.604383857804,69804.63996071345,72441.51095964451,219153.27854562964
Udumbannoor,2027,12,0.5613161899366281,29767.138285105204,41299.455291013874,39745.713647783974,30376.180708306758,73176.21932631098,75940.45177076689,209847.9379268794
Vannappuram,2027,12,0.576088202015899,29488.143413022237,40912.37286019188,39373.193784140974,21816.32121479782,72490.36938820405,75228.69384413041,207881.12143152012
Velliyamattom,2027,12,0.5701980200493415,29598.7603723744,41065.84479032628,39520.891891661086,30204.357745164958,72762.29780810239,75510.8943629124,208660.93239613035
Keerikode,2027,12,0.6693546661405366,31961.557751364166,38626.60792778197,37173.422435353285,78753.27829936131,68440.34899825447,71025.68389192037,196266.85063129096
Alakode,2028,1,0.5615928945402253,73351.21954024135,85594.80166839245,62681.22308372323,39713.56907108629,76089.78307089952,78964.0754160435,197520.73824569123
Arakkulam,2028,1,0.5617648830322163,48741.62568074472,70595.89977672732,41323.666544174586,31582.15181640459,81098.60752757631,78955.37954101147,247418.0384177311
Elappally,2028,1,0.5538006214892053,12036.977321005985,26817.357682984828,18252.818025232333,7936.007837057536,20940.26117196703,79360.07837057537,46646.92041871019
Kanjikuzhy,2028,1,0.5639789913913479,30905.115603197537,42878.30519323167,41265.165070670766,21231.005484027326,75973.69609480367,78843.60325322092,217870.28093217683
Karimkunnam,2028,1,0.5917289316408662,30366.3209037074,58287.718373257434,40545.754973678195,30987.622739637125,74649.18317978583,77469.05684909281,214071.96630847946
Karimannoor,2028,1,0.5525448887263088,31132.724007468387,43194.09312776572,41569.07263388133,125808.03823621084,76533.2232603616,79424.26656326442,74855.78275054545
Kodikkulam,2028,1,0.6039348024280419,30135.23458481746,41810.158621886636,40237.20362518945,40592.38701154043,74081.10629606128,76879.5208551902,212442.8883958595
Kudayathoor,2028,1,0.5530346370691022,20961.39412714874,28583.72085227814,41555.963857072384,2381.9766053578114,76509.0885640929,79399.22017859372,219405.62952897878
Kumaramangalam,2028,1,0.5996345252692175,25743.705713515217,28521.89218469466,40345.37278817701,30834.478037507743,74280.25759235615,77086.19509376936,1017537.7752377555
Manakkad,2028,1,0.6004624883695537,30200.61506043941,41900.868652659236,40324.501021309195,30818.526517107417,74241.83037971176,77046.31629276853,212903.7979350479
Muttom,2028,1,0.5984904218186686,30237.873727719438,41952.56198806812,40374.2495831772,30856.547505198672,74333.42294002359,77141.36876299669,213166.45853828534
Purapuzha,2028,1,0.5947018658457122,30309.710275712627,42052.22928808499,40470.167263897325,30929.853845311118,74510.01791335447,77324.63461327778,233925.92124814872
Udumbannoor,2028,1,0.5379603845275888,31427.956152959556,43603.703439526325,41963.27284896161,32070.97928767749,77258.98910401508,80177.44821919373,221556.12436735234
Vannappuram,2028,1,0.5524013649760376,31135.60231291601,43198.08653976285,41572.915808291196,23035.16677061494,76540.29896608467,79431.6095538446,219495.13180936628
Velliyamattom,2028,1,0.5535731744769578,31112.117745078103,43165.50363407133,41541.55871579922,31748.678754097764,76482.56711862152,79371.69688524441,219329.57380084405
Keerikode,2028,1,0.6096139367824043,34473.72150806355,41662.64156654507,40095.236361978445,84943.2497958686,73819.72898926675,76608.270017919,211693.3349294919
Alakode,2028,2,0.49999666941923,76363.3317160968,89109.68725463485,65255.17995085362,41344.37665268443,79214.3522802815,82206.67525973587,205631.7774947033
Arakkulam,2028,2,0.5136003751559588,50292.6403689909,72842.34264674665,42638.633225877245,32587.13227549944,83679.25865922854,81467.83068874861,255291.1654700887
Elappally,2028,2,0.4948122062884982,12511.981614512508,27875.626690245306,18973.11238978581,8249.179299906875,21766.60766233335,82491.79299906874,48487.70543365551
Kanjikuzhy,2028,2,0.5144964177702753,31914.86685791126,44279.25198226047,42613.40633729679,21924.678165973633,78455.95618216055,81419.63074113797,224988.67493402082
Karimkunnam,2028,2,0.5374524125837267,31438.339901977066,60345.443497748725,41977.13745062696,32081.57549056285,77284.5153567659,80203.93872640713,221629.32617460712
Karimannoor,2028,2,0.4979681181798232,32267.00951997132,44767.82095347008,43083.59467973517,130391.71151496141,79321.62450493485,82317.99969378876,77583.06835140203
Kodikkulam,2028,2,0.5465646342566155,31253.107991283505,43361.11600076438,41729.81187937639,42098.17087452852,76829.16184601455,79731.3842320616,220323.5058392762
Kudayathoor,2028,2,0.4935332956004445,21796.48168314271,29722.47667371594,43211.52493683042,2476.8729185389443,79557.1581434709,82562.4306179648,228146.59922895534
Kumaramangalam,2028,2,0.5449788102368542,26654.424122099215,29530.892697259278,41772.64491862584,31925.289402442464,76908.02217048389,79813.22350610617,1053534.5502806013
Manakkad,2028,2,0.5451583337853273,31281.552494048276,43400.580408090245,41767.791582057725,31921.580176588883,76899.08664540263,79803.9504414722,220524.02965830686
Muttom,2028,2,0.5368927971956543,31449.787270861027,43633.99231946799,41992.422220070526,32093.25707521917,77312.65629420299,80233.14268804793,221710.02613077965
Purapuzha,2028,2,0.5444571914540894,31295.753483730463,43420.28311289345,41786.75304432586,31936.07172175158,76933.99677769956,79840.17930437895,241536.0588485362
Udumbannoor,2028,2,0.4512931250081031,33304.747812163725,46207.59745437808,44469.20483170124,33986.170531316624,81872.68480994175,84965.42632829156,234786.8506746719
Vannappuram,2028,2,0.451164294547866,33307.70451803421,46211.69964051157,44473.15268801659,24642.16110574499,81879.9532465375,84972.96933015515,234807.69441934212
Velliyamattom,2028,2,0.492860977464556,32377.39632796415,44920.97356752901,43230.98548428459,33039.84522471978,79592.98714634994,82599.61306179945,228249.34630227185
Keerikode,2028,2,0.5502313518921602,35794.259046822874,43258.55520005368,41631.10955539146,88197.05429137156,76647.44003893006,79542.7978818286,219802.3809869115
Alakode,2028,3,0.3577012555489762,84366.67696354582,98448.9286937393,72094.3228037709,45677.52075412565,87516.50195873123,90822.4387284467,227183.24823533653
Arakkulam,2028,3,0.3706070468774934,55539.59430130693,80441.87238679016,47087.056347663456,35986.89773981692,92409.38720396176,89967.2443495423,281925.3006978491
Elappally,2028,3,0.3524254438542804,13829.274602323858,30810.44298883349,20970.649524833403,9117.673706449305,24058.251026704587,91176.73706449305,53592.61337955047
Kanjikuzhy,2028,3,0.374507015984538,35165.29997142307,48788.96049915486,46953.453490084714,24157.640635503863,86446.45913685205,89711.9750278664,247903.09417401225
Karimkunnam,2028,3,0.4168938438097023,34113.31889195051,65480.027384824636,45548.82606681223,34811.28515939641,83860.38594898593,87028.21289849101,240486.99464334722
Karimannoor,2028,3,0.3557800492631024,35651.02728587357,49462.867184931594,47602.00689035286,144066.60345125705,87640.5170995147,90951.13854246025,85719.62905349793
Kodikkulam,2028,3,0.4157581381068482,34140.68422347576,47367.39044873477,45585.36483719257,45987.75771721822,83927.65783392325,87098.02597957996,240679.9106817066
Kudayathoor,2028,3,0.4032244238747196,23199.26204735535,31635.3590948226,45992.53700888198,2636.2797781085624,84677.30647284702,87875.99260361875,242829.68314188728
Kumaramangalam,2028,3,0.4168606812320176,29064.62224069993,32201.192445379605,45549.892167737235,34812.09994095093,83862.34875775079,87030.24985237732,1148799.2980513808
Manakkad,2028,3,0.4165474159624676,34121.66157324207,47340.998086616586,45559.965391610385,34819.79853384568,83880.89466803423,87049.4963346142,240545.80763534695
Muttom,2028,3,0.4611177537403104,33080.80502491288,45896.89526187209,44170.19167799098,33757.645823677616,81322.16878923938,84394.11455919404,233208.1321674346
Purapuzha,2028,3,0.4218454361478159,33994.51888446822,47164.59806655747,45390.20178007291,34690.05447672659,83568.34123443435,86725.13619181648,262364.7364194361
Udumbannoor,2028,3,0.4426911362080925,33503.32605283997,46483.10842536989,44734.3507054834,34188.81172798609,82360.84745271849,85472.02931996522,236186.75797929542
Vannappuram,2028,3,0.4426078488310013,33505.260330511504,46485.792076497215,44736.93339400763,24788.319546528743,82365.60246563825,85476.96395354738,236200.39396193041
Velliyamattom,2028,3,0.4042115897571685,34421.41617580616,47756.88293548248,45960.20408718156,35125.68618379118,84617.77801675294,87814.21545947794,242658.9729866713
Keerikode,2028,3,0.4135349530265572,39255.75556042999,47441.88911996499,45657.060767150775,96726.1817008995,84059.65790673408,87235.01235651108,241058.44818119163
Alakode,2028,4,0.281070114178053,89413.32872587857,104337.95357149658,76406.86602968282,48409.86187397804,92751.57017214528,96255.26169795067,240772.9116112538
Arakkulam,2028,4,0.2820875563314711,59374.22834670078,85995.84062170674,50338.09970942383,38471.550085539246,98789.63154575297,96178.87521384812,301390.33946728834
Elappally,2028,4,0.270970615259113,14715.57455198724,32785.04359915914,22314.630764105714,9702.013375698136,25600.11256949109,97020.13375698138,57027.29320958604
Kanjikuzhy,2028,4,0.2844589697743966,37630.59207598626,52209.350463300085,50245.16373470506,25851.23178279907,92506.85883060451,96001.30638294366,265282.54326901864
Karimkunnam,2028,4,0.3416911128870898,36025.39441877448,69150.22899302494,48101.86981707788,36762.48218661613,88560.81958755826,91906.20546654033,253966.45990538874
Karimannoor,2028,4,0.2678026009087698,38124.982150434975,52895.276015849166,50905.283835641254,154063.91072577427,93722.21235817936,97262.56990263527,91668.0268818357
Kodikkulam,2028,4,0.3409679870363113,36044.82135084187,50009.22405082362,48127.80906832904,48552.6447095375,88608.57659490593,91955.76649533617,254103.41299760545
Kudayathoor,2028,4,0.3484261341459965,24142.049976906044,32920.97907017869,47861.61407921623,2743.414770102959,88118.48241570705,91447.15900343198,252697.96661295093
Kumaramangalam,2028,4,0.3458584147066225,30597.95890690783,33900.002382189174,47952.92769402748,36648.651223988294,88286.6007985878,91621.62805997074,1209405.4903916137
Manakkad,2028,4,0.346893274131469,35886.25205741725,49789.22220242307,47916.08398849697,36620.49294088193,88218.76749458458,91551.23235220484,252985.5548103329
Muttom,2028,4,0.3982106823585727,34569.14765404884,47961.848206995055,46157.45828658626,35276.440281696865,84980.94463860775,88191.10070424216,243700.42835867216
Purapuzha,2028,4,0.358838368773097,35570.7879911897,49351.54176521407,47494.8696842412,36298.57440807154,87443.26574904432,90746.43602017884,274530.1513828475
Udumbannoor,2028,4,0.3503035699773778,35795.61855911531,49663.47568036449,47795.068221515816,36528.00506057994,87995.96419093707,91320.01265144986,252346.62027307248
Vannappuram,2028,4,0.3565209509828207,35631.55548382976,49435.85166163064,47576.00772775861,26361.42428264358,87592.64978881157,90901.46304359856,251190.0328406876
Velliyamattom,2028,4,0.3470304861137824,35882.59659168477,49784.15054447126,47911.203133210816,36616.76268348872,88209.78130452432,91541.90670872181,252959.7850524618
Keerikode,2028,4,0.3447602287456374,41263.4025055111,49868.19737466035,47992.08800740977,101673.02377357935,88358.6992318011,91696.45001224687,253386.83799735396
Alakode,2028,5,0.2688754009646086,90272.64864053892,105340.70878301283,77141.18542626163,48875.111954330154,93642.97274601983,97180.33701330409,243086.89500507887
Arakkulam,2028,5,0.278890970696462,59522.63412152571,86210.78706757317,50463.919697297526,38567.70965439836,99036.55604856265,96419.27413599589,302143.6640678577
Elappally,2028,5,0.2708402583504569,14717.084007479456,32788.40653710957,22316.919695594228,9703.008563301839,25602.738510488696,97030.08563301839,57033.14280523977
Kanjikuzhy,2028,5,0.2797169123118881,37770.03418873459,52402.81492219353,50431.34979769353,25947.02486438709,92849.64779903223,96357.04420821111,266265.56150678615
Karimkunnam,2028,5,0.3213733293718649,36579.33034935604,70213.5010838703,48841.49680658698,37327.75177239251,89922.55401969355,93319.37943098127,257871.51492488023
Karimannoor,2028,5,0.261266065222472,38322.56560505828,53169.40680303814,51169.101450011214,154862.3499117616,94207.92952965497,97766.63504530402,92143.09819749813
Kodikkulam,2028,5,0.3208666018158115,36593.36337482925,50770.28097802729,48860.233999485004,49291.534930123584,89957.05124747554,93355.17979190072,257970.44285776457
Kudayathoor,2028,5,0.2828394128687724,25376.34157023591,34604.104063680905,50308.59716299269,2883.675178435899,92623.64673136108,96122.50594786329,265617.45672005776
Kumaramangalam,2028,5,0.3270486005529658,31031.65961710061,34380.50682215603,48632.62070427033,37168.11548341192,89537.99019953932,92920.28870852981,1226547.8109525933
Manakkad,2028,5,0.326657976899442,36433.61919315967,50548.64906885034,48646.94018397854,37179.059332781944,89564.3539326717,92947.64833195487,256844.3021183321
Muttom,2028,5,0.3396371783250887,36080.628629875544,50058.90370445308,48175.61970586321,36818.846502245564,88696.60122390957,92047.11625561392,254355.8418201553
Purapuzha,2028,5,0.3213146892531482,36580.95374482095,50753.0636373882,48843.66439860297,37329.40838289806,89926.54479440142,93323.52095724514,282326.4632704234
Udumbannoor,2028,5,0.2848134913879691,37620.208578060774,52194.94421422667,50231.29946830309,38389.92660652153,92481.33319511036,95974.81651630382,265209.3432318749
Vannappuram,2028,5,0.2757465528725767,37887.581527135546,52565.90218306392,50588.301494137966,28030.508298559384,93138.61309135112,96656.92516744617,267094.229225395
Velliyamattom,2028,5,0.2826091315140148,37684.86465776713,52284.64920526577,50317.629635650184,38455.90556433198,92640.27650447575,96139.76391082996,265665.14603263
Keerikode,2028,5,0.3241421922665011,41905.90928694344,50644.688236914044,48739.36622800102,103256.16048302862,89734.52041977488,93124.24285987431,257332.2897016155
Alakode,2028,6,0.2530355437362825,91413.80211638151,106672.34043208662,78116.3416137169,49492.95140768407,94826.73112075047,98408.81187292493,246159.80201893442
Arakkulam,2028,6,0.2710365255436415,59890.45774867045,86743.53170944261,50775.764464535205,38806.04109024816,99648.55828608682,97015.10272562041,304010.7786550472
Elappally,2028,6,0.2562280131396814,14888.270796864448,33169.79608692019,22576.50656957755,9815.872421555456,25900.545508318337,98158.72421555454,57696.543285960186
Kanjikuzhy,2028,6,0.2734436660233381,37956.09717142844,52660.962002422675,50679.78503388493,26074.8452633355,93307.04432468096,96831.71889236297,267577.2406097238
Karimkunnam,2028,6,0.3199953933141602,36617.51531462968,70286.79657821156,48892.482181159445,37366.71801074512,90016.423687885,93416.7950268628,258140.70560574904
Karimannoor,2028,6,0.2400316873499448,38978.80354430124,54079.88295201997,52045.32424872796,157514.22219034942,95821.15183246258,99440.79683734181,93720.96220325792
Kodikkulam,2028,6,0.3010494714749155,37150.74068254121,51543.59613447935,49604.45598864335,50042.326344154695,91327.24557808232,94777.13322756572,261899.7583851869
Kudayathoor,2028,6,0.2649427254061712,25735.371623458996,35093.69052709345,51020.37424350745,2924.47404812034,93934.10642562533,97482.46827067801,269375.4708277744
Kumaramangalam,2028,6,0.3191741031168894,31216.89576107486,34585.733116534015,48922.92161765289,37389.98174760434,90072.46602997885,93474.95436901083,1233869.397670943
Manakkad,2028,6,0.3202414715012721,36610.690220902754,50794.32055139485,48883.36917142732,37359.7532740474,89999.6456371802,93399.38318511851,258092.5910765311
Muttom,2028,6,0.3232395729719539,36527.74034059692,50679.23441713922,48772.61273397015,37275.10622031422,89795.73088473697,93187.76555078557,257507.82336501175
Purapuzha,2028,6,0.3192380905540823,36638.535436481456,50832.95349705617,48920.54869316206,37388.16820907338,90068.09721565776,93470.42052268345,282770.87036459165
Udumbannoor,2028,6,0.2612485877375837,38323.0966518858,53170.14358681966,51169.810514985424,39107.19593028807,94209.23499606397,97767.98982572017,270164.45888568246
Vannappuram,2028,6,0.262195082550578,38294.3589292466,53130.27236104259,51131.43929891598,28331.455914795435,94138.58937757545,97694.6755682601,269961.8679688536
Velliyamattom,2028,6,0.2641417109360033,38235.39015585004,53048.458039587436,51052.702943437915,39017.6949393847,93993.62710897774,97544.23734846174,269546.15869304666
Keerikode,2028,6,0.3199606612155636,42038.66389550864,50805.1266065187,48893.76868806958,103583.26783853327,90018.79228824915,93419.25310113029,258147.49805699574
Alakode,2028,7,0.4977402483528072,76478.3769187452,89243.93548343476,65353.490163786904,41406.664037002134,79333.69268890364,82330.52375353221,205941.57211708548
Arakkulam,2028,7,0.4923909989996008,51007.38303910712,73877.5543615994,43244.59963246025,33050.25001525489,84868.48110467244,82625.62503813722,258919.28059640597
Elappally,2028,7,0.4982544247461785,12483.235512819583,27811.58283018541,18929.521931056595,8230.226926546346,21716.599187525033,82302.26926546344,48376.30561273219
Kanjikuzhy,2028,7,0.4918307974582395,32399.754457592844,44951.99363288253,43260.83853261631,22257.78325511659,79647.94988350545,82656.65201692139,228406.96331447994
Karimkunnam,2028,7,0.5438487979807171,31308.086383292048,60095.42373281529,41803.22019308993,31948.656955244704,76964.3146051845,79871.64238811177,220711.08431870636
Karimannoor,2028,7,0.497133974330177,32284.987421748352,44792.763813060934,43107.59915504528,130464.36062056581,79365.81937751087,82363.86402813498,77626.29456923666
Kodikkulam,2028,7,0.535973967858168,31468.600732421484,43660.09444951299,42017.542352504606,42388.4412131194,77358.90521394291,80281.13866121099,221842.6544699876
Kudayathoor,2028,7,0.5066091233001309,21607.310494318463,29464.51594735173,42836.49305498636,2455.3761925361887,78866.68330426239,81845.87308453962,226166.51987350002
Kumaramangalam,2028,7,0.5423227144486724,26700.32677462705,29581.74903165651,41844.58326537401,31980.26922341244,77040.46855920057,79950.6730585311,1055348.8843726106
Manakkad,2028,7,0.5438658292379025,31307.741006083044,43436.91481388898,41802.75903812374,31948.304511539405,76963.46556829843,79870.76127884853,220708.6495298992
Muttom,2028,7,0.5384289622238067,31418.383764729362,43590.422538421386,41950.49159340796,32061.211046205786,77235.45741030974,80153.02761551447,221488.64237053078
Purapuzha,2028,7,0.5392565876060033,31401.490771007157,43566.98489949623,41927.93571031615,32043.972417987814,77193.92955493265,80109.93104496953,242352.1238030172
Udumbannoor,2028,7,0.4569577581276433,33175.25937885653,46027.94290677416,44296.30913236881,33854.03273519723,81554.36485909013,84635.08183799309,233874.00240371487
Vannappuram,2028,7,0.502625646704735,32166.994910489288,44629.058911476335,42950.05305436982,23798.22573611381,79075.75972179059,82062.8473659097,226766.0897268124
Velliyamattom,2028,7,0.5059827247066354,32095.28949897981,44529.57355254141,42854.31046986085,32751.966425817453,78899.48711979424,81879.91606454364,226260.59159664816
Keerikode,2028,7,0.5410003965895193,36008.6750885602,43517.684133694616,41880.489706334745,88725.37541821232,77106.57625630357,80019.27797457822,221119.0490155471
Alakode,2028,8,0.6505231591522407,69399.05241846756,80982.94977187447,59303.95586748896,37573.800121710716,71990.06201867174,74709.48735852193,186878.31167860678
Arakkulam,2028,8,0.6382533637425992,46465.92585421891,67299.84482099782,39394.30412606511,30107.611392154922,77312.19120468172,75269.02848038731,235866.32713927416
Elappally,2028,8,0.6549135902619689,11301.534383598795,25178.853614903277,17137.59567775732,7451.12855554666,19660.83970462658,74511.2855554666,43796.857046582096
Kanjikuzhy,2028,8,0.6330686819887699,29597.623212674083,41064.26707480146,39519.37353193878,20332.792435095864,72759.50234127442,75507.993297296,208652.91581704505
Karimkunnam,2028,8,0.6679591290794299,28978.498745708846,55623.81360342705,38692.705427647066,29571.40542446946,71237.51566754693,73928.51356117365,204288.30436301944
Karimannoor,2028,8,0.6476113154582498,29336.37993162149,40701.81351602895,39170.555968702625,118548.9714059096,72117.290938595,74841.52235221564,70536.6379865162
Kodikkulam,2028,8,0.7151432877573429,28181.290668211666,39099.22219756169,37628.25631391556,37960.40990054533,69277.74806849523,71894.7157207298,198668.26559546537
